,NN_model_output.net.result,Round Value,validate_df...24.,Forecasting Result,,,,,
27469,0.146795815,0,0,1,,,,,
24745,0.146758961,0,0,1,,,,,
27642,0.146591806,0,0,1,,,,,
25937,0.14638836,0,0,1,,,,,
28819,0.146375861,0,1,0,,,,,
28084,0.14633254,0,0,1,,,,,
25198,0.146253356,0,0,1,,,,,
28835,0.14624761,0,1,0,,,,,
27712,0.146223968,0,0,1,,,,,
26254,0.146181781,0,0,1,,,,,
25213,0.146134597,0,0,1,,,,,
25403,0.146024107,0,1,0,,,,,
27203,0.146002754,0,0,1,,,,,
28216,0.145959348,0,0,1,,,,,
28468,0.145920766,0,0,1,,,,,
28259,0.145897014,0,0,1,,,,,
25004,0.145750837,0,0,1,,,,,
24326,0.14567364,0,0,1,,,,,
28480,0.145637554,0,0,1,,,,,
27980,0.145633941,0,0,1,,,,,
28335,0.145528536,0,0,1,,,,,
24080,0.145516656,0,0,1,,,,,
29991,0.145475838,0,0,1,,,,,
25187,0.145390131,0,0,1,,,,,
27573,0.145332784,0,0,1,,,,,
28241,0.145145908,0,0,1,,,,,
24445,0.145098613,0,0,1,,,,,
25114,0.145086673,0,0,1,,,,,
30000,0.145055266,0,1,0,,,,,
28585,0.145055065,0,0,1,,,,,
26629,0.145041066,0,0,1,,,,,
25067,0.144928559,0,0,1,,,,,
27819,0.144925121,0,0,1,,,,,
26953,0.144914386,0,0,1,,,,,
24387,0.144873693,0,0,1,,,,,
24356,0.144851316,0,0,1,,,,,
24483,0.144783276,0,0,1,,,,,
25135,0.144758791,0,0,1,,,,,
24011,0.144713311,0,0,1,,,,,
27802,0.14471114,0,0,1,,,,,
27386,0.144702573,0,0,1,,,,,
25725,0.144665958,0,0,1,,,,,
25293,0.144658313,0,1,0,,,,,
24394,0.1445703,0,0,1,,,,,
24873,0.14456825,0,0,1,,,,,
25858,0.144553552,0,0,1,,,,,
26712,0.144448569,0,0,1,,,,,
25505,0.144445709,0,1,0,,,,,
27211,0.144430411,0,0,1,,,,,
26326,0.144417184,0,0,1,,,,,
25422,0.144402597,0,0,1,,,,,
27954,0.144320098,0,0,1,,,,,
24511,0.144315405,0,0,1,,,,,
29132,0.144079994,0,0,1,,,,,
29138,0.14401112,0,0,1,,,,,
27953,0.143970962,0,0,1,,,,,
27547,0.143961929,0,0,1,,,,,
29209,0.143957673,0,0,1,,,,,
25142,0.143856533,0,0,1,,,,,
24555,0.143803817,0,0,1,,,,,
24637,0.143728171,0,1,0,,,,,
26654,0.143635372,0,0,1,,,,,
27790,0.143571759,0,0,1,,,,,
26982,0.143553371,0,0,1,,,,,
24256,0.143543539,0,1,0,,,,,
25992,0.143531661,0,0,1,,,,,
28240,0.143522348,0,1,0,,,,,
24357,0.143466717,0,0,1,,,,,
29289,0.143395285,0,0,1,,,,,
29556,0.143370303,0,0,1,,,,,
27194,0.143343667,0,1,0,,,,,
27565,0.143280754,0,1,0,,,,,
27621,0.143204905,0,0,1,,,,,
24739,0.143125115,0,0,1,,,,,
28194,0.143118859,0,0,1,,,,,
28946,0.143099057,0,0,1,,,,,
25775,0.142988893,0,0,1,,,,,
29425,0.142725856,0,0,1,,,,,
28798,0.142674665,0,0,1,,,,,
24222,0.142669918,0,0,1,,,,,
24235,0.142615436,0,0,1,,,,,
25034,0.14260508,0,1,0,,,,,
26072,0.142447073,0,1,0,,,,,
28180,0.142446726,0,0,1,,,,,
26904,0.142418372,0,0,1,,,,,
29471,0.142322086,0,0,1,,,,,
24933,0.142313746,0,0,1,,,,,
28254,0.142289765,0,0,1,,,,,
26353,0.142249484,0,1,0,,,,,
29518,0.142195095,0,0,1,,,,,
29263,0.142170539,0,0,1,,,,,
24435,0.142166739,0,1,0,,,,,
27326,0.142059175,0,0,1,,,,,
27205,0.142005461,0,0,1,,,,,
28594,0.142003295,0,0,1,,,,,
25993,0.141944714,0,0,1,,,,,
27996,0.141829558,0,0,1,,,,,
29625,0.141755064,0,0,1,,,,,
29874,0.14162853,0,0,1,,,,,
27503,0.141628336,0,0,1,,,,,
27797,0.141549308,0,0,1,,,,,
25660,0.141523681,0,0,1,,,,,
24457,0.14147633,0,0,1,,,,,
28010,0.14138975,0,0,1,,,,,
24432,0.141380148,0,1,0,,,,,
29599,0.141375302,0,1,0,,,,,
27180,0.141369016,0,0,1,,,,,
27220,0.141332653,0,0,1,,,,,
27629,0.141310095,0,0,1,,,,,
29608,0.141299398,0,0,1,,,,,
29905,0.141153164,0,1,0,,,,,
27301,0.141038371,0,0,1,,,,,
29398,0.140997935,0,0,1,,,,,
26372,0.140980523,0,0,1,,,,,
25557,0.140903879,0,0,1,,,,,
27918,0.140864007,0,1,0,,,,,
25745,0.140722196,0,0,1,,,,,
27742,0.140660196,0,0,1,,,,,
25395,0.140541236,0,0,1,,,,,
26253,0.140525668,0,0,1,,,,,
25613,0.140436883,0,0,1,,,,,
26452,0.140433332,0,0,1,,,,,
28874,0.140378782,0,0,1,,,,,
28870,0.140369983,0,0,1,,,,,
27541,0.140302643,0,1,0,,,,,
27032,0.140254619,0,0,1,,,,,
28330,0.140253332,0,0,1,,,,,
25347,0.140222344,0,0,1,,,,,
25214,0.140212795,0,0,1,,,,,
27201,0.140187807,0,0,1,,,,,
24691,0.140051033,0,0,1,,,,,
24887,0.140002074,0,1,0,,,,,
26416,0.139927821,0,0,1,,,,,
28752,0.139873485,0,1,0,,,,,
27673,0.13984677,0,0,1,,,,,
24129,0.139779109,0,0,1,,,,,
24763,0.139686341,0,0,1,,,,,
28875,0.139619828,0,0,1,,,,,
26508,0.139594648,0,0,1,,,,,
25358,0.139471419,0,0,1,,,,,
28344,0.139419834,0,0,1,,,,,
27762,0.139400196,0,0,1,,,,,
28432,0.139352205,0,0,1,,,,,
25452,0.139212005,0,0,1,,,,,
24857,0.13914269,0,1,0,,,,,
25668,0.139095797,0,0,1,,,,,
29801,0.139019124,0,0,1,,,,,
27559,0.138972334,0,0,1,,,,,
29241,0.138957177,0,1,0,,,,,
29858,0.138837168,0,0,1,,,,,
25229,0.13872232,0,0,1,,,,,
27625,0.138647555,0,0,1,,,,,
25040,0.138637991,0,0,1,,,,,
29415,0.138635326,0,0,1,,,,,
24140,0.138561308,0,1,0,,,,,
26112,0.138544876,0,0,1,,,,,
25583,0.138519592,0,0,1,,,,,
27845,0.138489885,0,0,1,,,,,
29443,0.138479482,0,0,1,,,,,
24594,0.138432283,0,0,1,,,,,
25086,0.138422984,0,1,0,,,,,
27080,0.13840933,0,0,1,,,,,
27604,0.138365328,0,0,1,,,,,
26546,0.138351239,0,0,1,,,,,
26496,0.138209687,0,0,1,,,,,
28128,0.138188434,0,0,1,,,,,
28658,0.138169411,0,0,1,,,,,
29545,0.138155989,0,0,1,,,,,
28299,0.138129554,0,0,1,,,,,
27635,0.138116261,0,0,1,,,,,
29540,0.138099002,0,0,1,,,,,
29969,0.138091657,0,0,1,,,,,
28017,0.138079773,0,1,0,,,,,
25242,0.138037916,0,0,1,,,,,
27110,0.138014369,0,0,1,,,,,
27577,0.138001303,0,0,1,,,,,
28597,0.137947739,0,0,1,,,,,
26344,0.137911857,0,0,1,,,,,
24820,0.137863746,0,0,1,,,,,
27865,0.137838597,0,0,1,,,,,
26597,0.137795427,0,0,1,,,,,
24901,0.137780069,0,1,0,,,,,
28537,0.137682035,0,0,1,,,,,
24852,0.137643481,0,0,1,,,,,
27804,0.137568352,0,0,1,,,,,
27689,0.137567232,0,1,0,,,,,
25032,0.137544152,0,0,1,,,,,
27233,0.137499817,0,0,1,,,,,
25301,0.137434932,0,0,1,,,,,
28902,0.137421179,0,0,1,,,,,
27788,0.137416177,0,0,1,,,,,
27857,0.137299476,0,0,1,,,,,
27075,0.137266359,0,1,0,,,,,
27562,0.137211802,0,0,1,,,,,
24976,0.137159252,0,0,1,,,,,
28049,0.137116407,0,0,1,,,,,
27415,0.137096179,0,0,1,,,,,
25738,0.13696431,0,0,1,,,,,
24790,0.136851282,0,0,1,,,,,
28949,0.1367351,0,0,1,,,,,
24471,0.136652296,0,0,1,,,,,
25267,0.136643668,0,0,1,,,,,
26928,0.136595806,0,0,1,,,,,
25540,0.136486757,0,0,1,,,,,
28553,0.136479081,0,1,0,,,,,
25073,0.136449076,0,0,1,,,,,
25350,0.136361846,0,0,1,,,,,
27405,0.136270006,0,0,1,,,,,
24662,0.136175632,0,0,1,,,,,
25524,0.136174677,0,0,1,,,,,
28268,0.136140175,0,0,1,,,,,
26201,0.135972036,0,0,1,,,,,
27090,0.135945562,0,0,1,,,,,
28755,0.135918239,0,0,1,,,,,
24539,0.13585481,0,0,1,,,,,
25883,0.135795078,0,0,1,,,,,
24737,0.135590172,0,0,1,,,,,
26691,0.135589347,0,0,1,,,,,
26124,0.135530852,0,0,1,,,,,
24994,0.135483565,0,0,1,,,,,
29827,0.135390583,0,0,1,,,,,
24526,0.135307543,0,1,0,,,,,
24027,0.135050415,0,0,1,,,,,
24738,0.135041026,0,0,1,,,,,
26553,0.13500068,0,0,1,,,,,
26800,0.134969463,0,0,1,,,,,
24218,0.134940712,0,0,1,,,,,
29719,0.134876841,0,0,1,,,,,
25203,0.134825934,0,0,1,,,,,
28507,0.134810391,0,0,1,,,,,
29821,0.134740061,0,0,1,,,,,
26829,0.134721659,0,0,1,,,,,
29095,0.134677877,0,0,1,,,,,
29872,0.134584075,0,0,1,,,,,
25345,0.13447147,0,0,1,,,,,
25456,0.134411807,0,0,1,,,,,
27476,0.134408396,0,0,1,,,,,
24490,0.134389327,0,0,1,,,,,
24176,0.13433903,0,0,1,,,,,
25978,0.134128938,0,1,0,,,,,
24719,0.13411013,0,0,1,,,,,
24547,0.134062618,0,0,1,,,,,
27744,0.133991628,0,0,1,,,,,
25022,0.133971711,0,0,1,,,,,
24823,0.133955241,0,0,1,,,,,
25336,0.133897856,0,0,1,,,,,
27506,0.133711123,0,0,1,,,,,
28061,0.133659451,0,0,1,,,,,
25189,0.133462056,0,0,1,,,,,
25296,0.13343202,0,0,1,,,,,
26324,0.133387749,0,0,1,,,,,
28282,0.133322282,0,0,1,,,,,
28520,0.133198801,0,0,1,,,,,
25058,0.133114542,0,0,1,,,,,
26125,0.133036855,0,0,1,,,,,
24378,0.133012199,0,0,1,,,,,
25184,0.133000515,0,0,1,,,,,
25225,0.132953097,0,0,1,,,,,
29118,0.132861923,0,0,1,,,,,
25965,0.132751472,0,1,0,,,,,
26595,0.132702856,0,0,1,,,,,
28092,0.13268912,0,1,0,,,,,
26539,0.132638966,0,0,1,,,,,
29840,0.132616866,0,0,1,,,,,
24214,0.132611093,0,0,1,,,,,
26853,0.132505084,0,0,1,,,,,
24646,0.132467575,0,0,1,,,,,
25923,0.132438854,0,0,1,,,,,
29515,0.13231129,0,0,1,,,,,
28539,0.132248494,0,0,1,,,,,
25579,0.132191049,0,0,1,,,,,
26403,0.132180535,0,0,1,,,,,
24711,0.132111556,0,1,0,,,,,
28513,0.132083526,0,0,1,,,,,
28300,0.132056451,0,0,1,,,,,
28245,0.131991811,0,0,1,,,,,
28402,0.131873208,0,0,1,,,,,
25617,0.131872688,0,0,1,,,,,
29680,0.131779077,0,0,1,,,,,
24228,0.131675518,0,0,1,,,,,
29458,0.131632409,0,0,1,,,,,
27490,0.131613508,0,0,1,,,,,
28263,0.131592922,0,0,1,,,,,
26668,0.131575046,0,0,1,,,,,
29252,0.131574454,0,0,1,,,,,
28182,0.131557512,0,0,1,,,,,
24390,0.131549474,0,0,1,,,,,
25128,0.131390605,0,0,1,,,,,
24050,0.131373677,0,0,1,,,,,
27129,0.131350087,0,0,1,,,,,
29503,0.131346361,0,0,1,,,,,
26671,0.131342351,0,0,1,,,,,
26954,0.131286262,0,0,1,,,,,
25474,0.131237606,0,0,1,,,,,
25313,0.131229396,0,1,0,,,,,
25141,0.131185442,0,0,1,,,,,
24697,0.13114153,0,0,1,,,,,
28775,0.131101227,0,0,1,,,,,
28046,0.131098037,0,0,1,,,,,
27570,0.13101453,0,1,0,,,,,
29434,0.130877105,0,0,1,,,,,
25900,0.130873922,0,0,1,,,,,
24152,0.130830018,0,0,1,,,,,
24420,0.130713844,0,0,1,,,,,
28309,0.13071171,0,0,1,,,,,
27030,0.130707786,0,0,1,,,,,
28472,0.130615706,0,0,1,,,,,
27871,0.130511219,0,0,1,,,,,
27675,0.130500279,0,0,1,,,,,
27375,0.130410176,0,1,0,,,,,
28916,0.130337234,0,0,1,,,,,
26127,0.1301989,0,0,1,,,,,
24524,0.130177654,0,0,1,,,,,
27668,0.130134743,0,0,1,,,,,
25166,0.130097933,0,0,1,,,,,
29096,0.130083503,0,1,0,,,,,
25618,0.130039238,0,0,1,,,,,
25151,0.129999023,0,0,1,,,,,
24130,0.129927795,0,0,1,,,,,
25633,0.129879964,0,0,1,,,,,
26236,0.129869966,0,1,0,,,,,
26218,0.129837668,0,0,1,,,,,
29526,0.129807211,0,0,1,,,,,
29456,0.129682526,0,0,1,,,,,
26683,0.129654384,0,0,1,,,,,
25238,0.12965342,0,0,1,,,,,
28872,0.129621591,0,0,1,,,,,
24932,0.129490307,0,0,1,,,,,
24859,0.129444381,0,0,1,,,,,
29527,0.129415606,0,0,1,,,,,
24644,0.129362727,0,1,0,,,,,
24290,0.129354248,0,0,1,,,,,
24314,0.129222436,0,0,1,,,,,
27317,0.129215657,0,0,1,,,,,
29400,0.129088171,0,0,1,,,,,
25405,0.129065338,0,0,1,,,,,
29385,0.129031846,0,0,1,,,,,
28134,0.128901779,0,0,1,,,,,
29326,0.128871512,0,0,1,,,,,
24610,0.128759018,0,0,1,,,,,
25974,0.128662231,0,0,1,,,,,
29238,0.128558212,0,0,1,,,,,
25210,0.128557658,0,0,1,,,,,
26306,0.128533734,0,0,1,,,,,
25866,0.128480689,0,0,1,,,,,
27378,0.128419941,0,0,1,,,,,
27033,0.128376912,0,0,1,,,,,
29370,0.128331193,0,0,1,,,,,
28187,0.128308301,0,0,1,,,,,
29725,0.128302389,0,0,1,,,,,
24865,0.128105915,0,0,1,,,,,
26908,0.128010687,0,0,1,,,,,
27531,0.127978573,0,0,1,,,,,
26772,0.127977093,0,0,1,,,,,
26228,0.127968713,0,0,1,,,,,
25995,0.127722992,0,0,1,,,,,
27156,0.127595927,0,0,1,,,,,
25087,0.127531758,0,0,1,,,,,
24622,0.127525309,0,0,1,,,,,
29488,0.127520908,0,0,1,,,,,
25829,0.127515353,0,1,0,,,,,
24961,0.127504712,0,0,1,,,,,
28873,0.127498072,0,0,1,,,,,
24783,0.12746369,0,0,1,,,,,
29787,0.127430549,0,0,1,,,,,
27563,0.127394286,0,0,1,,,,,
25411,0.127364024,0,0,1,,,,,
27018,0.127356532,0,0,1,,,,,
28903,0.127354724,0,0,1,,,,,
27261,0.127299293,0,0,1,,,,,
25402,0.127264989,0,0,1,,,,,
29675,0.127224469,0,0,1,,,,,
28895,0.127084736,0,0,1,,,,,
25550,0.127005613,0,0,1,,,,,
28121,0.126949321,0,0,1,,,,,
27517,0.126736182,0,0,1,,,,,
28931,0.126733155,0,0,1,,,,,
25113,0.126725514,0,0,1,,,,,
27851,0.126724424,0,0,1,,,,,
24414,0.126721115,0,0,1,,,,,
28059,0.126719181,0,0,1,,,,,
24381,0.126694968,0,0,1,,,,,
27182,0.126688619,0,0,1,,,,,
25056,0.126680814,0,0,1,,,,,
25480,0.126522135,0,0,1,,,,,
29176,0.126520478,0,0,1,,,,,
24020,0.126496032,0,0,1,,,,,
26181,0.126430884,0,0,1,,,,,
29860,0.1264306,0,1,0,,,,,
27351,0.126412777,0,1,0,,,,,
27863,0.126400567,0,0,1,,,,,
25133,0.12638362,0,0,1,,,,,
28778,0.126381826,0,0,1,,,,,
24611,0.126377168,0,0,1,,,,,
26558,0.126358326,0,0,1,,,,,
29937,0.126330341,0,0,1,,,,,
29104,0.126313758,0,0,1,,,,,
27148,0.126310591,0,0,1,,,,,
28091,0.126302617,0,0,1,,,,,
26264,0.126237899,0,0,1,,,,,
26142,0.126197549,0,0,1,,,,,
28869,0.126184577,0,0,1,,,,,
27799,0.126148269,0,0,1,,,,,
26294,0.126082804,0,0,1,,,,,
25254,0.126063619,0,0,1,,,,,
25902,0.125926124,0,0,1,,,,,
27766,0.125919041,0,0,1,,,,,
27328,0.125866551,0,0,1,,,,,
29823,0.125686488,0,0,1,,,,,
28152,0.125589409,0,0,1,,,,,
28181,0.125513761,0,0,1,,,,,
28301,0.125329498,0,0,1,,,,,
25611,0.12529126,0,0,1,,,,,
29219,0.125264041,0,0,1,,,,,
29966,0.12518994,0,0,1,,,,,
27414,0.125182714,0,0,1,,,,,
26898,0.125156224,0,0,1,,,,,
27714,0.125146791,0,0,1,,,,,
26042,0.125146111,0,0,1,,,,,
28170,0.125137443,0,0,1,,,,,
24147,0.125098044,0,0,1,,,,,
29147,0.125071855,0,0,1,,,,,
27100,0.125043456,0,0,1,,,,,
28536,0.125001701,0,0,1,,,,,
24366,0.124971637,0,0,1,,,,,
26123,0.124966891,0,0,1,,,,,
26444,0.124951409,0,0,1,,,,,
28622,0.124912062,0,1,0,,,,,
26332,0.124812811,0,0,1,,,,,
27924,0.124779763,0,0,1,,,,,
24979,0.124755366,0,0,1,,,,,
28746,0.12475238,0,1,0,,,,,
27139,0.12474564,0,0,1,,,,,
24707,0.124693641,0,0,1,,,,,
28593,0.124639515,0,0,1,,,,,
29864,0.12453671,0,0,1,,,,,
25982,0.124529713,0,0,1,,,,,
28519,0.124522181,0,0,1,,,,,
27787,0.124493584,0,0,1,,,,,
25548,0.124479835,0,0,1,,,,,
25538,0.124363685,0,0,1,,,,,
25289,0.124359885,0,0,1,,,,,
26365,0.124346558,0,0,1,,,,,
29598,0.124342874,0,0,1,,,,,
27497,0.124325696,0,0,1,,,,,
25907,0.124278042,0,0,1,,,,,
25285,0.12426277,0,0,1,,,,,
24102,0.124238749,0,0,1,,,,,
25475,0.124220867,0,0,1,,,,,
25584,0.124206543,0,0,1,,,,,
27400,0.124156766,0,0,1,,,,,
24904,0.124103939,0,0,1,,,,,
26417,0.124102353,0,0,1,,,,,
28908,0.124064765,0,0,1,,,,,
24817,0.124039638,0,0,1,,,,,
26291,0.123967347,0,0,1,,,,,
24305,0.123934061,0,0,1,,,,,
26397,0.123822906,0,0,1,,,,,
27291,0.123733615,0,0,1,,,,,
29062,0.123721919,0,0,1,,,,,
27279,0.123617777,0,1,0,,,,,
29320,0.123523154,0,0,1,,,,,
26437,0.123393134,0,0,1,,,,,
27114,0.123377993,0,0,1,,,,,
28740,0.123180405,0,0,1,,,,,
25892,0.123134791,0,0,1,,,,,
25894,0.123080924,0,0,1,,,,,
26983,0.123052938,0,0,1,,,,,
24476,0.123012702,0,0,1,,,,,
26909,0.122987581,0,0,1,,,,,
29141,0.12294913,0,0,1,,,,,
25389,0.122946143,0,0,1,,,,,
29208,0.122679783,0,0,1,,,,,
24301,0.122646424,0,0,1,,,,,
25428,0.122598817,0,0,1,,,,,
24830,0.12256318,0,0,1,,,,,
24265,0.122482561,0,0,1,,,,,
26024,0.122478935,0,0,1,,,,,
29817,0.122352369,0,0,1,,,,,
26394,0.122275647,0,0,1,,,,,
24575,0.122267334,0,0,1,,,,,
27357,0.122233349,0,0,1,,,,,
25304,0.12219121,0,0,1,,,,,
26530,0.122184283,0,0,1,,,,,
28435,0.122090287,0,0,1,,,,,
25796,0.122047433,0,0,1,,,,,
27792,0.121989415,0,0,1,,,,,
25391,0.121892909,0,0,1,,,,,
29803,0.121833495,0,0,1,,,,,
25806,0.121825421,0,0,1,,,,,
29682,0.121756734,0,1,0,,,,,
28578,0.121673708,0,0,1,,,,,
28089,0.121636798,0,0,1,,,,,
25860,0.121616014,0,0,1,,,,,
29957,0.121611932,0,0,1,,,,,
24630,0.12157426,0,1,0,,,,,
25653,0.12156123,0,1,0,,,,,
24041,0.121514871,0,0,1,,,,,
24324,0.121473996,0,0,1,,,,,
29611,0.121447162,0,0,1,,,,,
24174,0.121309596,0,0,1,,,,,
25656,0.121297272,0,0,1,,,,,
28948,0.121286469,0,0,1,,,,,
29642,0.121273744,0,0,1,,,,,
28393,0.121238478,0,0,1,,,,,
28606,0.121210371,0,0,1,,,,,
27393,0.121090152,0,0,1,,,,,
28529,0.121081196,0,0,1,,,,,
26840,0.121072755,0,0,1,,,,,
29833,0.121030851,0,0,1,,,,,
24375,0.120994025,0,0,1,,,,,
29204,0.120906445,0,0,1,,,,,
26682,0.120900605,0,0,1,,,,,
28922,0.120883829,0,0,1,,,,,
25891,0.120801186,0,0,1,,,,,
28363,0.120750712,0,0,1,,,,,
29988,0.12072852,0,0,1,,,,,
27388,0.120680899,0,0,1,,,,,
27999,0.120626045,0,0,1,,,,,
29508,0.120618574,0,0,1,,,,,
28991,0.120563957,0,0,1,,,,,
25013,0.120554685,0,0,1,,,,,
24953,0.120552425,0,1,0,,,,,
26194,0.120530314,0,0,1,,,,,
29182,0.120517956,0,0,1,,,,,
24108,0.120468637,0,0,1,,,,,
28099,0.120462788,0,0,1,,,,,
25093,0.120422365,0,0,1,,,,,
26945,0.120419612,0,0,1,,,,,
28705,0.120412412,0,0,1,,,,,
27782,0.120402301,0,0,1,,,,,
24527,0.120386584,0,0,1,,,,,
24220,0.12031263,0,0,1,,,,,
25017,0.120257847,0,0,1,,,,,
26041,0.120228549,0,0,1,,,,,
28648,0.120207572,0,0,1,,,,,
26505,0.120199779,0,0,1,,,,,
28474,0.120191651,0,0,1,,,,,
25430,0.120146301,0,0,1,,,,,
25308,0.120120523,0,1,0,,,,,
25807,0.120097757,0,0,1,,,,,
24522,0.120090113,0,0,1,,,,,
26018,0.11996859,0,0,1,,,,,
24841,0.11987591,0,0,1,,,,,
29372,0.119816452,0,0,1,,,,,
26126,0.119787315,0,0,1,,,,,
28148,0.11978502,0,0,1,,,,,
26912,0.119741647,0,0,1,,,,,
29728,0.119604647,0,0,1,,,,,
26607,0.119604407,0,0,1,,,,,
27348,0.119566514,0,1,0,,,,,
24408,0.119534181,0,1,0,,,,,
26814,0.119425707,0,1,0,,,,,
29875,0.119404711,0,1,0,,,,,
26631,0.119345901,0,0,1,,,,,
25847,0.119325014,0,0,1,,,,,
28735,0.119243312,0,0,1,,,,,
27708,0.119206564,0,0,1,,,,,
25109,0.119184805,0,0,1,,,,,
26270,0.119173311,0,0,1,,,,,
26901,0.119144541,0,0,1,,,,,
29778,0.119089494,0,1,0,,,,,
28711,0.119079921,0,0,1,,,,,
26895,0.119069894,0,0,1,,,,,
29014,0.118985859,0,0,1,,,,,
27998,0.118942814,0,0,1,,,,,
26489,0.118914607,0,0,1,,,,,
24466,0.118901083,0,1,0,,,,,
29838,0.118843266,0,0,1,,,,,
29188,0.118772346,0,0,1,,,,,
25483,0.118612598,0,0,1,,,,,
28189,0.11852085,0,0,1,,,,,
26976,0.118452197,0,0,1,,,,,
26420,0.118365802,0,0,1,,,,,
26316,0.118322801,0,1,0,,,,,
26432,0.118226814,0,0,1,,,,,
28156,0.118131466,0,0,1,,,,,
26499,0.118084135,0,0,1,,,,,
26438,0.118078921,0,0,1,,,,,
28446,0.11804866,0,0,1,,,,,
25772,0.118035809,0,1,0,,,,,
29677,0.118011186,0,0,1,,,,,
27094,0.117970534,0,0,1,,,,,
28907,0.117932601,0,0,1,,,,,
29898,0.117929088,0,1,0,,,,,
25608,0.11784537,0,0,1,,,,,
28235,0.117841351,0,0,1,,,,,
28525,0.117813148,0,0,1,,,,,
29114,0.117729088,0,1,0,,,,,
27410,0.117665698,0,0,1,,,,,
26192,0.117655139,0,0,1,,,,,
28609,0.117653237,0,0,1,,,,,
29660,0.117378919,0,0,1,,,,,
28786,0.117360482,0,0,1,,,,,
25856,0.117293436,0,0,1,,,,,
24293,0.117288569,0,0,1,,,,,
24281,0.117169664,0,0,1,,,,,
28611,0.117151275,0,0,1,,,,,
24125,0.117137817,0,0,1,,,,,
27307,0.11708998,0,0,1,,,,,
26443,0.117083773,0,1,0,,,,,
28273,0.117033294,0,0,1,,,,,
29737,0.11700863,0,0,1,,,,,
29655,0.116955948,0,1,0,,,,,
26773,0.116854588,0,0,1,,,,,
26768,0.116785248,0,0,1,,,,,
25219,0.116774247,0,0,1,,,,,
28596,0.116720827,0,0,1,,,,,
26132,0.116710235,0,0,1,,,,,
29796,0.116688695,0,0,1,,,,,
26172,0.116678301,0,0,1,,,,,
25779,0.11664577,0,0,1,,,,,
28125,0.116643513,0,0,1,,,,,
28361,0.116642659,0,0,1,,,,,
24740,0.116632085,0,0,1,,,,,
27720,0.116620488,0,0,1,,,,,
26932,0.116619004,0,0,1,,,,,
24585,0.116605504,0,0,1,,,,,
28257,0.116588197,0,0,1,,,,,
29436,0.116547106,0,0,1,,,,,
26481,0.116478961,0,0,1,,,,,
29411,0.116425573,0,0,1,,,,,
27908,0.116386857,0,0,1,,,,,
29543,0.116386681,0,0,1,,,,,
26367,0.116374143,0,0,1,,,,,
25188,0.116353462,0,0,1,,,,,
28047,0.11632914,0,0,1,,,,,
24243,0.116277753,0,0,1,,,,,
29657,0.116270606,0,0,1,,,,,
28233,0.116253613,0,0,1,,,,,
24322,0.116158178,0,0,1,,,,,
26406,0.116140244,0,0,1,,,,,
25145,0.116119899,0,0,1,,,,,
24593,0.116107164,0,1,0,,,,,
25028,0.116055448,0,0,1,,,,,
24190,0.116031061,0,0,1,,,,,
24987,0.116022276,0,0,1,,,,,
28686,0.115999325,0,1,0,,,,,
29258,0.115897447,0,1,0,,,,,
29529,0.11582189,0,0,1,,,,,
27983,0.115742478,0,0,1,,,,,
26016,0.115711151,0,0,1,,,,,
29040,0.115683806,0,0,1,,,,,
24209,0.115665892,0,0,1,,,,,
25047,0.11564997,0,0,1,,,,,
28966,0.115603564,0,1,0,,,,,
26877,0.115520438,0,0,1,,,,,
25158,0.115439637,0,0,1,,,,,
28847,0.115330161,0,0,1,,,,,
25912,0.115305809,0,0,1,,,,,
27955,0.115217051,0,1,0,,,,,
26622,0.114906295,0,0,1,,,,,
28083,0.11483301,0,0,1,,,,,
25360,0.114829947,0,0,1,,,,,
27589,0.114782898,0,0,1,,,,,
26081,0.114774226,0,0,1,,,,,
26048,0.114710339,0,0,1,,,,,
25344,0.114678218,0,0,1,,,,,
25832,0.114563096,0,0,1,,,,,
28172,0.114507546,0,0,1,,,,,
25228,0.114344534,0,0,1,,,,,
25805,0.114292675,0,0,1,,,,,
26592,0.114252206,0,0,1,,,,,
25369,0.114249242,0,0,1,,,,,
25674,0.114236104,0,0,1,,,,,
29043,0.114234636,0,0,1,,,,,
24337,0.114152326,0,0,1,,,,,
27648,0.114146166,0,0,1,,,,,
26640,0.114103178,0,0,1,,,,,
24087,0.114101747,0,0,1,,,,,
25794,0.114080869,0,0,1,,,,,
26488,0.114077992,0,0,1,,,,,
28076,0.114066648,0,0,1,,,,,
27745,0.114060343,0,0,1,,,,,
25041,0.114028787,0,0,1,,,,,
24422,0.11401207,0,0,1,,,,,
26494,0.113971189,0,0,1,,,,,
25207,0.113945477,0,0,1,,,,,
28141,0.113919591,0,0,1,,,,,
24332,0.113902752,0,0,1,,,,,
28303,0.113863443,0,0,1,,,,,
24795,0.113741877,0,1,0,,,,,
25768,0.113669945,0,1,0,,,,,
26459,0.113654056,0,0,1,,,,,
26556,0.11355268,0,0,1,,,,,
26219,0.113552455,0,1,0,,,,,
29672,0.113542106,0,0,1,,,,,
26075,0.113394461,0,0,1,,,,,
29884,0.113345324,0,0,1,,,,,
26467,0.113217693,0,1,0,,,,,
26817,0.113213591,0,0,1,,,,,
24624,0.113203674,0,0,1,,,,,
26198,0.11311157,0,0,1,,,,,
24788,0.11306202,0,0,1,,,,,
26663,0.11304816,0,0,1,,,,,
26336,0.112999466,0,1,0,,,,,
27225,0.112912973,0,1,0,,,,,
24461,0.112902839,0,0,1,,,,,
